Date,Customer_ID,Dish,Quantity,Weekend,Event
2024-10-03,CUST1117,Paneer Butter Masala,1,0,0
2024-10-03,CUST1117,Idli Sambhar,1,0,0
2024-10-03,CUST1117,Hakka Noodles,1,0,0
2024-10-03,CUST1117,Egg Curry,1,0,0
2024-10-03,CUST1148,Mojito,1,0,0
2024-10-03,CUST1148,French Fries,2,0,0
2024-10-03,CUST1158,Vegetable Manchurian,2,0,0
2024-10-03,CUST1178,Mutton Rogan Josh,1,0,0
2024-10-03,CUST1178,Mojito,1,0,0
2024-10-03,CUST1178,Egg Curry,1,0,0
2024-10-03,CUST1200,French Fries,1,0,0
2024-10-03,CUST1200,Pav Bhaji,1,0,0
2024-10-03,CUST1237,Dal Tadka,1,0,0
2024-10-03,CUST1237,Chicken Sandwich,1,0,0
2024-10-03,CUST1237,Lassi,1,0,0
2024-10-03,CUST1237,Egg Curry,1,0,0
2024-10-03,CUST1251,Vegetable Manchurian,1,0,0
2024-10-03,CUST1251,Veg Pulao,1,0,0
2024-10-03,CUST1264,Spring Rolls,1,0,0
2024-10-03,CUST1264,Chole Bhature,2,0,0
2024-10-03,CUST1280,Egg Curry,1,0,0
2024-10-03,CUST1280,Tandoori Chicken,2,0,0
2024-10-04,CUST1053,Tandoori Chicken,1,0,0
2024-10-04,CUST1053,Dal Tadka,1,0,0
2024-10-04,CUST1053,Cold Coffee,2,0,0
2024-10-04,CUST1053,Fish Fry,1,0,0
2024-10-04,CUST1053,French Fries,1,0,0
2024-10-04,CUST1053,Cold Coffee,1,0,0
2024-10-04,CUST1053,Veg Burger,1,0,0
2024-10-04,CUST1053,Butter Naan,1,0,0
2024-10-04,CUST1064,Spring Rolls,1,0,0
2024-10-04,CUST1064,Veg Pulao,1,0,0
2024-10-04,CUST1064,Paneer Butter Masala,1,0,0
2024-10-04,CUST1163,Fish Fry,2,0,0
2024-10-04,CUST1163,Margarita Pizza,1,0,0
2024-10-04,CUST1163,Idli Sambhar,1,0,0
2024-10-04,CUST1210,Egg Curry,1,0,0
2024-10-04,CUST1215,Margarita Pizza,1,0,0
2024-10-04,CUST1215,Chicken Biryani,1,0,0
2024-10-04,CUST1217,Chicken Sandwich,1,0,0
2024-10-04,CUST1222,Veg Pulao,1,0,0
2024-10-04,CUST1222,Egg Curry,2,0,0
2024-10-04,CUST1222,Vegetable Manchurian,1,0,0
2024-10-04,CUST1222,Vegetable Manchurian,1,0,0
2024-10-04,CUST1222,Mutton Rogan Josh,1,0,0
2024-10-04,CUST1226,Veg Burger,1,0,0
2024-10-04,CUST1240,Dal Tadka,1,0,0
2024-10-04,CUST1240,Hakka Noodles,1,0,0
2024-10-04,CUST1240,Pav Bhaji,1,0,0
2024-10-04,CUST1272,Pav Bhaji,1,0,0
2024-10-04,CUST1272,French Fries,1,0,0
2024-10-04,CUST1276,Vegetable Manchurian,1,0,0
2024-10-04,CUST1276,Chole Bhature,1,0,0
2024-10-04,CUST1283,Veg Fried Rice,1,0,0
2024-10-04,CUST1283,Veg Fried Rice,1,0,0
2024-10-05,CUST1004,Chole Bhature,1,0,0
2024-10-05,CUST1004,Cold Coffee,1,0,0
2024-10-05,CUST1004,Pasta Alfredo,1,0,0
2024-10-05,CUST1009,Pav Bhaji,1,0,0
2024-10-05,CUST1009,Cold Coffee,1,0,0
2024-10-05,CUST1009,Hakka Noodles,2,0,0
2024-10-05,CUST1009,Fish Fry,1,0,0
2024-10-05,CUST1016,French Fries,1,0,0
2024-10-05,CUST1016,Chicken Sandwich,2,0,0
2024-10-05,CUST1048,Chocolate Brownie,1,0,0
2024-10-05,CUST1048,Tandoori Chicken,1,0,0
2024-10-05,CUST1048,Mojito,1,0,0
2024-10-05,CUST1048,Vegetable Manchurian,1,0,0
2024-10-05,CUST1048,Cold Coffee,1,0,0
2024-10-05,CUST1056,Mutton Rogan Josh,1,0,0
2024-10-05,CUST1056,Pav Bhaji,1,0,0
2024-10-05,CUST1056,Mojito,1,0,0
2024-10-05,CUST1073,Chicken Sandwich,1,0,0
2024-10-05,CUST1073,Veg Burger,1,0,0
2024-10-05,CUST1081,Veg Fried Rice,1,0,0
2024-10-05,CUST1081,Idli Sambhar,1,0,0
2024-10-05,CUST1093,Spring Rolls,1,0,0
2024-10-05,CUST1093,Pav Bhaji,1,0,0
2024-10-05,CUST1122,Veg Pulao,1,0,0
2024-10-05,CUST1122,Mutton Rogan Josh,1,0,0
2024-10-05,CUST1122,Margarita Pizza,2,0,0
2024-10-05,CUST1122,Dal Tadka,1,0,0
2024-10-05,CUST1135,Lassi,1,0,0
2024-10-05,CUST1135,Chicken Sandwich,2,0,0
2024-10-05,CUST1135,Mutton Rogan Josh,2,0,0
2024-10-05,CUST1157,Hakka Noodles,1,0,0
2024-10-05,CUST1161,Paneer Butter Masala,1,0,0
2024-10-05,CUST1161,Mutton Rogan Josh,1,0,0
2024-10-05,CUST1161,Margarita Pizza,1,0,0
2024-10-05,CUST1173,Fish Fry,1,0,0
2024-10-05,CUST1173,Egg Curry,1,0,0
2024-10-05,CUST1173,Idli Sambhar,1,0,0
2024-10-05,CUST1201,Chicken Sandwich,1,0,0
2024-10-05,CUST1217,Masala Dosa,1,0,0
2024-10-05,CUST1217,Margarita Pizza,1,0,0
2024-10-05,CUST1217,Mutton Rogan Josh,2,0,0
2024-10-05,CUST1218,Butter Naan,1,0,0
2024-10-05,CUST1218,Dal Tadka,1,0,0
2024-10-05,CUST1239,Mutton Rogan Josh,1,0,0
2024-10-05,CUST1239,Veg Fried Rice,2,0,0
2024-10-05,CUST1249,Margarita Pizza,1,0,0
2024-10-05,CUST1249,Mojito,1,0,0
2024-10-05,CUST1249,Veg Burger,1,0,0
2024-10-05,CUST1256,Butter Naan,2,0,0
2024-10-05,CUST1256,Masala Dosa,1,0,0
2024-10-05,CUST1256,Chicken Sandwich,1,0,0
2024-10-05,CUST1298,French Fries,1,0,0
2024-10-05,CUST1298,Chicken Sandwich,1,0,0
2024-10-05,CUST1298,Rasmalai,1,0,0
2024-10-05,CUST1298,Egg Curry,1,0,0
2024-10-06,CUST1006,Veg Pulao,1,0,0
2024-10-06,CUST1006,Lassi,1,0,0
2024-10-06,CUST1006,Chicken Biryani,1,0,0
2024-10-06,CUST1006,Hakka Noodles,1,0,0
2024-10-06,CUST1010,Chicken Sandwich,1,0,0
2024-10-06,CUST1010,Veg Burger,1,0,0
2024-10-06,CUST1010,French Fries,1,0,0
2024-10-06,CUST1013,Tomato Soup,2,0,0
2024-10-06,CUST1013,Chicken Biryani,1,0,0
2024-10-06,CUST1034,Idli Sambhar,1,0,0
2024-10-06,CUST1034,Margarita Pizza,1,0,0
2024-10-06,CUST1034,Chicken Sandwich,2,0,0
2024-10-06,CUST1034,Cold Coffee,1,0,0
2024-10-06,CUST1034,Hakka Noodles,1,0,0
2024-10-06,CUST1040,Hakka Noodles,1,0,0
2024-10-06,CUST1040,Butter Naan,1,0,0
2024-10-06,CUST1046,Idli Sambhar,1,0,0
2024-10-06,CUST1069,Cold Coffee,1,0,0
2024-10-06,CUST1069,Egg Curry,2,0,0
2024-10-06,CUST1087,Vegetable Manchurian,1,0,0
2024-10-06,CUST1087,Rasmalai,1,0,0
2024-10-06,CUST1087,Veg Burger,1,0,0
2024-10-06,CUST1087,Paneer Butter Masala,1,0,0
2024-10-06,CUST1107,Cold Coffee,2,0,0
2024-10-06,CUST1107,Margarita Pizza,2,0,0
2024-10-06,CUST1151,Egg Curry,1,0,0
2024-10-06,CUST1151,Hakka Noodles,1,0,0
2024-10-06,CUST1186,Chole Bhature,1,0,0
2024-10-06,CUST1186,Margarita Pizza,2,0,0
2024-10-06,CUST1186,Egg Curry,1,0,0
2024-10-06,CUST1197,Mutton Rogan Josh,1,0,0
2024-10-06,CUST1197,Vegetable Manchurian,1,0,0
2024-10-06,CUST1197,Rasmalai,1,0,0
2024-10-06,CUST1197,Egg Curry,1,0,0
2024-10-06,CUST1208,Pasta Alfredo,1,0,0
2024-10-06,CUST1218,Spring Rolls,1,0,0
2024-10-06,CUST1218,Veg Pulao,1,0,0
2024-10-06,CUST1227,Egg Curry,1,0,0
2024-10-06,CUST1227,Pasta Alfredo,1,0,0
2024-10-06,CUST1251,Butter Naan,1,0,0
2024-10-06,CUST1251,Hakka Noodles,1,0,0
2024-10-06,CUST1251,Mojito,1,0,0
2024-10-06,CUST1274,Caesar Salad,1,0,0
2024-10-06,CUST1274,Egg Curry,2,0,0
2024-10-06,CUST1297,Cold Coffee,1,0,0
2024-10-06,CUST1297,Pasta Alfredo,2,0,0
2024-10-06,CUST1297,Pasta Alfredo,2,0,0
2024-10-07,CUST1000,Veg Fried Rice,1,0,0
2024-10-07,CUST1000,Chicken Sandwich,2,0,0
2024-10-07,CUST1000,Paneer Butter Masala,1,0,0
2024-10-07,CUST1023,Veg Fried Rice,1,0,0
2024-10-07,CUST1023,Fish Fry,1,0,0
2024-10-07,CUST1023,Cold Coffee,1,0,0
2024-10-07,CUST1095,Tandoori Chicken,1,0,0
2024-10-07,CUST1095,Masala Dosa,2,0,0
2024-10-07,CUST1108,Cold Coffee,1,0,0
2024-10-07,CUST1108,Tomato Soup,1,0,0
2024-10-07,CUST1108,Lassi,1,0,0
2024-10-07,CUST1108,Paneer Butter Masala,1,0,0
2024-10-07,CUST1129,French Fries,1,0,0
2024-10-07,CUST1129,Mojito,1,0,0
2024-10-07,CUST1129,Chicken Sandwich,1,0,0
2024-10-07,CUST1129,Dal Tadka,1,0,0
2024-10-07,CUST1150,Mojito,1,0,0
2024-10-07,CUST1150,Dal Tadka,1,0,0
2024-10-07,CUST1150,Pasta Alfredo,1,0,0
2024-10-07,CUST1150,Veg Fried Rice,1,0,0
2024-10-07,CUST1158,Fish Fry,1,0,0
2024-10-07,CUST1158,Spring Rolls,1,0,0
2024-10-07,CUST1160,Veg Burger,1,0,0
2024-10-07,CUST1160,Vegetable Manchurian,1,0,0
2024-10-07,CUST1160,Veg Fried Rice,1,0,0
2024-10-07,CUST1160,Pasta Alfredo,1,0,0
2024-10-07,CUST1186,Butter Naan,1,0,0
2024-10-07,CUST1186,Idli Sambhar,1,0,0
2024-10-07,CUST1186,Pav Bhaji,2,0,0
2024-10-07,CUST1211,Fish Fry,1,0,0
2024-10-07,CUST1211,Pasta Alfredo,1,0,0
2024-10-07,CUST1211,Lassi,1,0,0
2024-10-07,CUST1211,Paneer Butter Masala,1,0,0
2024-10-07,CUST1214,Mutton Rogan Josh,1,0,0
2024-10-07,CUST1214,Vegetable Manchurian,1,0,0
2024-10-07,CUST1214,Vegetable Manchurian,1,0,0
2024-10-07,CUST1214,Butter Naan,1,0,0
2024-10-07,CUST1223,Veg Fried Rice,1,0,0
2024-10-07,CUST1223,Veg Burger,1,0,0
2024-10-07,CUST1223,Pav Bhaji,2,0,0
2024-10-07,CUST1252,Pav Bhaji,1,0,0
2024-10-07,CUST1252,Gulab Jamun,1,0,0
2024-10-07,CUST1252,Caesar Salad,1,0,0
2024-10-07,CUST1252,Lassi,1,0,0
2024-10-07,CUST1252,Hakka Noodles,1,0,0
2024-10-07,CUST1266,Mutton Rogan Josh,1,0,0
2024-10-07,CUST1266,French Fries,1,0,0
2024-10-07,CUST1266,Chicken Sandwich,1,0,0
2024-10-07,CUST1266,Rasmalai,1,0,0
2024-10-07,CUST1269,French Fries,1,0,0
2024-10-07,CUST1269,Veg Pulao,1,0,0
2024-10-08,CUST1003,Vegetable Manchurian,1,0,0
2024-10-08,CUST1003,Vegetable Manchurian,1,0,0
2024-10-08,CUST1003,Pasta Alfredo,1,0,0
2024-10-08,CUST1003,Veg Pulao,1,0,0
2024-10-08,CUST1033,French Fries,1,0,0
2024-10-08,CUST1033,Veg Burger,1,0,0
2024-10-08,CUST1033,Tomato Soup,1,0,0
2024-10-08,CUST1039,Pasta Alfredo,2,0,0
2024-10-08,CUST1039,Chole Bhature,1,0,0
2024-10-08,CUST1044,Egg Curry,1,0,0
2024-10-08,CUST1044,Mutton Rogan Josh,1,0,0
2024-10-08,CUST1057,Veg Burger,1,0,0
2024-10-08,CUST1057,Vegetable Manchurian,1,0,0
2024-10-08,CUST1117,Mutton Rogan Josh,1,0,0
2024-10-08,CUST1117,Pasta Alfredo,1,0,0
2024-10-08,CUST1119,Egg Curry,1,0,0
2024-10-08,CUST1119,Egg Curry,1,0,0
2024-10-08,CUST1146,Paneer Butter Masala,1,0,0
2024-10-08,CUST1146,Veg Fried Rice,1,0,0
2024-10-08,CUST1155,Margarita Pizza,1,0,0
2024-10-08,CUST1162,Fish Fry,1,0,0
2024-10-08,CUST1162,Margarita Pizza,1,0,0
2024-10-08,CUST1213,Chicken Sandwich,1,0,0
2024-10-08,CUST1213,Hakka Noodles,1,0,0
2024-10-08,CUST1217,Gulab Jamun,1,0,0
2024-10-08,CUST1217,Chicken Biryani,1,0,0
2024-10-08,CUST1246,Spring Rolls,1,0,0
2024-10-08,CUST1246,Cold Coffee,1,0,0
2024-10-08,CUST1246,Paneer Butter Masala,1,0,0
2024-10-08,CUST1268,Hakka Noodles,2,0,0
2024-10-08,CUST1268,French Fries,1,0,0
2024-10-08,CUST1268,Veg Burger,1,0,0
2024-10-08,CUST1268,Veg Fried Rice,1,0,0
2024-10-08,CUST1268,Vegetable Manchurian,1,0,0
2024-10-08,CUST1268,Mutton Rogan Josh,1,0,0
2024-10-08,CUST1276,Egg Curry,1,0,0
2024-10-09,CUST1027,Vegetable Manchurian,1,0,0
2024-10-09,CUST1027,Masala Dosa,1,0,0
2024-10-09,CUST1033,Spring Rolls,1,0,0
2024-10-09,CUST1033,Vegetable Manchurian,1,0,0
2024-10-09,CUST1052,Cold Coffee,2,0,0
2024-10-09,CUST1052,Pav Bhaji,1,0,0
2024-10-09,CUST1143,Mojito,1,0,0
2024-10-09,CUST1143,Chicken Biryani,1,0,0
2024-10-09,CUST1143,Chicken Biryani,2,0,0
2024-10-09,CUST1146,Mojito,1,0,0
2024-10-09,CUST1147,Cold Coffee,1,0,0
2024-10-09,CUST1147,Tandoori Chicken,1,0,0
2024-10-09,CUST1157,Paneer Butter Masala,1,0,0
2024-10-09,CUST1157,Vegetable Manchurian,1,0,0
2024-10-09,CUST1161,Pav Bhaji,1,0,0
2024-10-09,CUST1161,Vegetable Manchurian,1,0,0
2024-10-09,CUST1188,Pav Bhaji,1,0,0
2024-10-09,CUST1188,Butter Naan,1,0,0
2024-10-09,CUST1221,Veg Pulao,1,0,0
2024-10-09,CUST1221,Lassi,2,0,0
2024-10-09,CUST1221,Mutton Rogan Josh,1,0,0
2024-10-09,CUST1231,Tomato Soup,2,0,0
2024-10-09,CUST1231,Veg Pulao,1,0,0
2024-10-09,CUST1231,Mutton Rogan Josh,1,0,0
2024-10-09,CUST1232,Tomato Soup,2,0,0
2024-10-09,CUST1235,Gulab Jamun,1,0,0
2024-10-09,CUST1235,Veg Fried Rice,1,0,0
2024-10-09,CUST1249,Veg Pulao,2,0,0
2024-10-09,CUST1271,Lassi,1,0,0
2024-10-09,CUST1271,Veg Burger,2,0,0
2024-10-09,CUST1271,Egg Curry,1,0,0
2024-10-09,CUST1271,Veg Burger,1,0,0
2024-10-09,CUST1273,Paneer Butter Masala,1,0,0
2024-10-10,CUST1055,Tomato Soup,1,0,0
2024-10-10,CUST1066,Mutton Rogan Josh,1,0,0
2024-10-10,CUST1098,Pav Bhaji,1,0,0
2024-10-10,CUST1098,Egg Curry,1,0,0
2024-10-10,CUST1124,Butter Naan,1,0,0
2024-10-10,CUST1124,Lassi,1,0,0
2024-10-10,CUST1124,Veg Fried Rice,1,0,0
2024-10-10,CUST1149,Mojito,1,0,0
2024-10-10,CUST1149,Chicken Sandwich,1,0,0
2024-10-10,CUST1149,Pasta Alfredo,1,0,0
2024-10-10,CUST1149,Hakka Noodles,2,0,0
2024-10-10,CUST1149,Veg Fried Rice,1,0,0
2024-10-10,CUST1150,Hakka Noodles,2,0,0
2024-10-10,CUST1175,Idli Sambhar,1,0,0
2024-10-10,CUST1175,Cold Coffee,1,0,0
2024-10-10,CUST1175,Egg Curry,1,0,0
2024-10-10,CUST1175,Cold Coffee,1,0,0
2024-10-10,CUST1175,Paneer Butter Masala,1,0,0
2024-10-10,CUST1200,Cold Coffee,1,0,0
2024-10-10,CUST1200,Margarita Pizza,1,0,0
2024-10-10,CUST1200,Chicken Sandwich,1,0,0
2024-10-10,CUST1200,Chicken Biryani,1,0,0
2024-10-10,CUST1245,Egg Curry,1,0,0
2024-10-10,CUST1245,Butter Naan,1,0,0
2024-10-10,CUST1252,Gulab Jamun,1,0,0
2024-10-10,CUST1252,Spring Rolls,1,0,0
2024-10-10,CUST1259,Dal Tadka,1,0,0
2024-10-10,CUST1259,Vegetable Manchurian,1,0,0
2024-10-10,CUST1259,Paneer Butter Masala,2,0,0
2024-10-10,CUST1265,Paneer Butter Masala,1,0,0
2024-10-10,CUST1265,Caesar Salad,1,0,0
2024-10-10,CUST1265,French Fries,1,0,0
2024-10-10,CUST1292,Egg Curry,1,0,0
2024-10-10,CUST1292,Fish Fry,1,0,0
2024-10-10,CUST1292,Vegetable Manchurian,1,0,0
2024-10-10,CUST1292,Mutton Rogan Josh,1,0,0
2024-10-11,CUST1008,Masala Dosa,1,0,0
2024-10-11,CUST1008,Dal Tadka,1,0,0
2024-10-11,CUST1008,Chicken Biryani,1,0,0
2024-10-11,CUST1024,Idli Sambhar,1,0,0
2024-10-11,CUST1024,Fish Fry,1,0,0
2024-10-11,CUST1024,Masala Dosa,1,0,0
2024-10-11,CUST1024,Veg Pulao,1,0,0
2024-10-11,CUST1049,Pasta Alfredo,1,0,0
2024-10-11,CUST1049,Rasmalai,1,0,0
2024-10-11,CUST1133,French Fries,1,0,0
2024-10-11,CUST1133,Spring Rolls,1,0,0
2024-10-11,CUST1134,Veg Pulao,1,0,0
2024-10-11,CUST1134,Mojito,1,0,0
2024-10-11,CUST1134,Vegetable Manchurian,1,0,0
2024-10-11,CUST1168,Chole Bhature,1,0,0
2024-10-11,CUST1168,Mutton Rogan Josh,1,0,0
2024-10-11,CUST1168,French Fries,1,0,0
2024-10-11,CUST1168,Veg Burger,1,0,0
2024-10-11,CUST1168,Vegetable Manchurian,1,0,0
2024-10-11,CUST1171,Vegetable Manchurian,1,0,0
2024-10-11,CUST1171,Caesar Salad,2,0,0
2024-10-11,CUST1171,Vegetable Manchurian,1,0,0
2024-10-11,CUST1171,Tomato Soup,1,0,0
2024-10-11,CUST1196,Hakka Noodles,1,0,0
2024-10-11,CUST1196,Tomato Soup,1,0,0
2024-10-11,CUST1196,Mutton Rogan Josh,1,0,0
2024-10-11,CUST1227,Veg Fried Rice,1,0,0
2024-10-11,CUST1227,Fish Fry,1,0,0
2024-10-11,CUST1227,Paneer Butter Masala,2,0,0
2024-10-11,CUST1231,Veg Pulao,1,0,0
2024-10-11,CUST1231,Chicken Biryani,1,0,0
2024-10-11,CUST1231,Butter Naan,1,0,0
2024-10-11,CUST1254,Chicken Biryani,1,0,0
2024-10-11,CUST1254,Margarita Pizza,1,0,0
2024-10-11,CUST1272,Pasta Alfredo,2,0,0
2024-10-11,CUST1272,Chole Bhature,2,0,0
2024-10-11,CUST1272,Spring Rolls,1,0,0
2024-10-12,CUST1004,Butter Naan,1,0,0
2024-10-12,CUST1034,Caesar Salad,1,0,0
2024-10-12,CUST1034,Margarita Pizza,2,0,0
2024-10-12,CUST1051,Butter Naan,1,0,0
2024-10-12,CUST1051,Dal Tadka,1,0,0
2024-10-12,CUST1051,Veg Fried Rice,1,0,0
2024-10-12,CUST1051,Mojito,1,0,0
2024-10-12,CUST1051,Margarita Pizza,1,0,0
2024-10-12,CUST1057,Idli Sambhar,1,0,0
2024-10-12,CUST1057,Veg Fried Rice,1,0,0
2024-10-12,CUST1057,Margarita Pizza,1,0,0
2024-10-12,CUST1057,Veg Pulao,1,0,0
2024-10-12,CUST1062,Pasta Alfredo,2,0,0
2024-10-12,CUST1062,French Fries,1,0,0
2024-10-12,CUST1062,Caesar Salad,1,0,0
2024-10-12,CUST1069,Veg Fried Rice,2,0,0
2024-10-12,CUST1069,Chole Bhature,1,0,0
2024-10-12,CUST1084,Idli Sambhar,2,0,0
2024-10-12,CUST1088,Mutton Rogan Josh,1,0,0
2024-10-12,CUST1088,Pav Bhaji,2,0,0
2024-10-12,CUST1088,French Fries,1,0,0
2024-10-12,CUST1088,Chicken Sandwich,1,0,0
2024-10-12,CUST1099,Chole Bhature,1,0,0
2024-10-12,CUST1099,Tandoori Chicken,1,0,0
2024-10-12,CUST1099,Tandoori Chicken,1,0,0
2024-10-12,CUST1103,Dal Tadka,1,0,0
2024-10-12,CUST1103,Chicken Biryani,2,0,0
2024-10-12,CUST1103,Spring Rolls,1,0,0
2024-10-12,CUST1114,Veg Burger,1,0,0
2024-10-12,CUST1114,Chicken Sandwich,2,0,0
2024-10-12,CUST1114,Tandoori Chicken,2,0,0
2024-10-12,CUST1142,Chicken Biryani,1,0,0
2024-10-12,CUST1142,Veg Burger,1,0,0
2024-10-12,CUST1142,Margarita Pizza,1,0,0
2024-10-12,CUST1148,Masala Dosa,2,0,0
2024-10-12,CUST1148,Hakka Noodles,1,0,0
2024-10-12,CUST1179,Pasta Alfredo,1,0,0
2024-10-12,CUST1179,Mojito,1,0,0
2024-10-12,CUST1179,Vegetable Manchurian,2,0,0
2024-10-12,CUST1179,Mojito,1,0,0
2024-10-12,CUST1187,Dal Tadka,1,0,0
2024-10-12,CUST1187,Chicken Biryani,1,0,0
2024-10-12,CUST1189,Hakka Noodles,2,0,0
2024-10-12,CUST1189,Veg Burger,1,0,0
2024-10-12,CUST1207,Butter Naan,2,0,0
2024-10-12,CUST1207,Paneer Butter Masala,1,0,0
2024-10-12,CUST1210,Veg Fried Rice,1,0,0
2024-10-12,CUST1210,Cold Coffee,1,0,0
2024-10-12,CUST1210,Egg Curry,2,0,0
2024-10-12,CUST1235,Chole Bhature,1,0,0
2024-10-12,CUST1235,Veg Burger,1,0,0
2024-10-12,CUST1279,Pav Bhaji,1,0,0
2024-10-12,CUST1279,Pav Bhaji,1,0,0
2024-10-12,CUST1295,Egg Curry,1,0,0
2024-10-12,CUST1295,Rasmalai,1,0,0
2024-10-12,CUST1295,Mutton Rogan Josh,2,0,0
2024-10-12,CUST1295,Chicken Sandwich,1,0,0
2024-10-13,CUST1002,Dal Tadka,1,0,0
2024-10-13,CUST1023,Vegetable Manchurian,2,0,0
2024-10-13,CUST1023,Idli Sambhar,1,0,0
2024-10-13,CUST1023,French Fries,1,0,0
2024-10-13,CUST1023,Chicken Sandwich,2,0,0
2024-10-13,CUST1023,Tandoori Chicken,1,0,0
