Customer_ID,Date,Items_Ordered,Total_Cost_INR,Season,Is_Event,Event_Name
CUST1256,2024-10-05,Butter Naan x2; Masala Dosa x1; Chicken Sandwich x1,437,Unknown,No,
CUST1298,2024-10-05,French Fries x1; Chicken Sandwich x1; Rasmalai x1; Egg Curry x1,629,Unknown,No,
CUST1006,2024-10-06,Veg Pulao x1; Lassi x1; Chicken Biryani x1; Hakka Noodles x1,836,Unknown,No,
CUST1010,2024-10-06,Chicken Sandwich x1; Veg Burger x1; French Fries x1,498,Unknown,No,
CUST1013,2024-10-06,Tomato Soup x2; Chicken Biryani x1,584,Unknown,No,
CUST1034,2024-10-06,Idli Sambhar x1; Margarita Pizza x1; Chicken Sandwich x2; Cold Coffee x1; Hakka Noodles x1,1167,Unknown,No,
CUST1040,2024-10-06,Hakka Noodles x1; Butter Naan x1,277,Unknown,No,
CUST1046,2024-10-06,Idli Sambhar x1,126,Unknown,No,
CUST1069,2024-10-06,Cold Coffee x1; Egg Curry x2,511,Unknown,No,
CUST1087,2024-10-06,Vegetable Manchurian x1; Rasmalai x1; Veg Burger x1; Paneer Butter Masala x1,815,Unknown,No,
CUST1107,2024-10-06,Cold Coffee x2; Margarita Pizza x2,848,Unknown,No,
CUST1151,2024-10-06,Egg Curry x1; Hakka Noodles x1,408,Unknown,No,
CUST1186,2024-10-06,Chole Bhature x1; Margarita Pizza x2; Egg Curry x1,985,Unknown,No,
CUST1197,2024-10-06,Mutton Rogan Josh x1; Vegetable Manchurian x1; Rasmalai x1; Egg Curry x1,927,Unknown,No,
CUST1208,2024-10-06,Pasta Alfredo x1,269,Unknown,No,
CUST1218,2024-10-06,Spring Rolls x1; Veg Pulao x1,353,Unknown,No,
CUST1227,2024-10-06,Egg Curry x1; Pasta Alfredo x1,461,Unknown,No,
CUST1251,2024-10-06,Butter Naan x1; Hakka Noodles x1; Mojito x1,424,Unknown,No,
CUST1274,2024-10-06,Caesar Salad x1; Egg Curry x2,577,Unknown,No,
CUST1297,2024-10-06,Cold Coffee x1; Pasta Alfredo x2; Pasta Alfredo x2,1215,Unknown,No,
CUST1000,2024-10-07,Veg Fried Rice x1; Chicken Sandwich x2; Paneer Butter Masala x1,885,Unknown,No,
CUST1023,2024-10-07,Veg Fried Rice x1; Fish Fry x1; Cold Coffee x1,592,Unknown,No,
CUST1095,2024-10-07,Tandoori Chicken x1; Masala Dosa x2,543,Unknown,No,
CUST1108,2024-10-07,Cold Coffee x1; Tomato Soup x1; Lassi x1; Paneer Butter Masala x1,643,Unknown,No,
CUST1129,2024-10-07,French Fries x1; Mojito x1; Chicken Sandwich x1; Dal Tadka x1,648,Unknown,No,
CUST1150,2024-10-07,Mojito x1; Dal Tadka x1; Pasta Alfredo x1; Veg Fried Rice x1,801,Unknown,No,
CUST1158,2024-10-07,Fish Fry x1; Spring Rolls x1,419,Unknown,No,
CUST1160,2024-10-07,Veg Burger x1; Vegetable Manchurian x1; Veg Fried Rice x1; Pasta Alfredo x1,881,Unknown,No,
CUST1186,2024-10-07,Butter Naan x1; Idli Sambhar x1; Pav Bhaji x2,492,Unknown,No,
CUST1211,2024-10-07,Fish Fry x1; Pasta Alfredo x1; Lassi x1; Paneer Butter Masala x1,910,Unknown,No,
CUST1214,2024-10-07,Mutton Rogan Josh x1; Vegetable Manchurian x1; Vegetable Manchurian x1; Butter Naan x1,895,Unknown,No,
CUST1223,2024-10-07,Veg Fried Rice x1; Veg Burger x1; Pav Bhaji x2,707,Unknown,No,
CUST1252,2024-10-07,Pav Bhaji x1; Gulab Jamun x1; Caesar Salad x1; Lassi x1; Hakka Noodles x1,769,Unknown,No,
CUST1266,2024-10-07,Mutton Rogan Josh x1; French Fries x1; Chicken Sandwich x1; Rasmalai x1,824,Unknown,No,
CUST1269,2024-10-07,French Fries x1; Veg Pulao x1,316,Unknown,No,
CUST1003,2024-10-08,Vegetable Manchurian x1; Vegetable Manchurian x1; Pasta Alfredo x1; Veg Pulao x1,924,Unknown,No,
CUST1033,2024-10-08,French Fries x1; Veg Burger x1; Tomato Soup x1,432,Unknown,No,
CUST1039,2024-10-08,Pasta Alfredo x2; Chole Bhature x1,756,Unknown,No,
CUST1044,2024-10-08,Egg Curry x1; Mutton Rogan Josh x1,568,Unknown,No,
CUST1057,2024-10-08,Veg Burger x1; Vegetable Manchurian x1,413,Unknown,No,
CUST1117,2024-10-08,Mutton Rogan Josh x1; Pasta Alfredo x1,652,Unknown,No,
CUST1119,2024-10-08,Egg Curry x1; Egg Curry x1,387,Unknown,No,
CUST1146,2024-10-08,Paneer Butter Masala x1; Veg Fried Rice x1,480,Unknown,No,
CUST1155,2024-10-08,Margarita Pizza x1,288,Unknown,No,
CUST1162,2024-10-08,Fish Fry x1; Margarita Pizza x1,555,Unknown,No,
CUST1213,2024-10-08,Chicken Sandwich x1; Hakka Noodles x1,424,Unknown,No,
CUST1217,2024-10-08,Gulab Jamun x1; Chicken Biryani x1,426,Unknown,No,
CUST1246,2024-10-08,Spring Rolls x1; Cold Coffee x1; Paneer Butter Masala x1,572,Unknown,No,
CUST1268,2024-10-08,Hakka Noodles x2; French Fries x1; Veg Burger x1,738,Unknown,No,
CUST1268,2024-10-08,Veg Fried Rice x1; Vegetable Manchurian x1; Mutton Rogan Josh x1,810,Unknown,No,
CUST1276,2024-10-08,Egg Curry x1,190,Unknown,No,
CUST1027,2024-10-09,Vegetable Manchurian x1; Masala Dosa x1,374,Unknown,No,
CUST1033,2024-10-09,Spring Rolls x1; Vegetable Manchurian x1,392,Unknown,No,
CUST1052,2024-10-09,Cold Coffee x2; Pav Bhaji x1,418,Unknown,No,
CUST1143,2024-10-09,Mojito x1; Chicken Biryani x1; Chicken Biryani x2,1111,Unknown,No,
CUST1146,2024-10-09,Mojito x1,155,Unknown,No,
CUST1147,2024-10-09,Cold Coffee x1; Tandoori Chicken x1,397,Unknown,No,
CUST1157,2024-10-09,Paneer Butter Masala x1; Vegetable Manchurian x1,514,Unknown,No,
CUST1161,2024-10-09,Pav Bhaji x1; Vegetable Manchurian x1,388,Unknown,No,
CUST1188,2024-10-09,Pav Bhaji x1; Butter Naan x1,214,Unknown,No,
CUST1221,2024-10-09,Veg Pulao x1; Lassi x2; Mutton Rogan Josh x1,770,Unknown,No,
CUST1231,2024-10-09,Tomato Soup x2; Veg Pulao x1; Mutton Rogan Josh x1,830,Unknown,No,
CUST1232,2024-10-09,Tomato Soup x2,264,Unknown,No,
CUST1235,2024-10-09,Gulab Jamun x1; Veg Fried Rice x1,304,Unknown,No,
CUST1249,2024-10-09,Veg Pulao x2,378,Unknown,No,
CUST1271,2024-10-09,Lassi x1; Veg Burger x2; Egg Curry x1; Veg Burger x1,833,Unknown,No,
CUST1273,2024-10-09,Paneer Butter Masala x1,281,Unknown,No,
CUST1055,2024-10-10,Tomato Soup x1,132,Unknown,No,
CUST1066,2024-10-10,Mutton Rogan Josh x1,384,Unknown,No,
CUST1098,2024-10-10,Pav Bhaji x1; Egg Curry x1,348,Unknown,No,
CUST1124,2024-10-10,Butter Naan x1; Lassi x1; Veg Fried Rice x1,355,Unknown,No,
CUST1149,2024-10-10,Mojito x1; Chicken Sandwich x1; Pasta Alfredo x1; Hakka Noodles x2; Veg Fried Rice x1,1267,Unknown,No,
CUST1150,2024-10-10,Hakka Noodles x2,446,Unknown,No,
CUST1175,2024-10-10,Idli Sambhar x1; Cold Coffee x1; Egg Curry x1; Cold Coffee x1; Paneer Butter Masala x1,857,Unknown,No,
CUST1200,2024-10-10,Cold Coffee x1; Margarita Pizza x1; Chicken Sandwich x1; Chicken Biryani x1,945,Unknown,No,
CUST1245,2024-10-10,Egg Curry x1; Butter Naan x1,246,Unknown,No,
CUST1252,2024-10-10,Gulab Jamun x1; Spring Rolls x1,268,Unknown,No,
CUST1259,2024-10-10,Dal Tadka x1; Vegetable Manchurian x1; Paneer Butter Masala x2,968,Unknown,No,
CUST1265,2024-10-10,Paneer Butter Masala x1; Caesar Salad x1; French Fries x1,598,Unknown,No,
CUST1292,2024-10-10,Egg Curry x1; Fish Fry x1; Vegetable Manchurian x1; Mutton Rogan Josh x1,1063,Unknown,No,
CUST1008,2024-10-11,Masala Dosa x1; Dal Tadka x1; Chicken Biryani x1,641,Unknown,No,
CUST1024,2024-10-11,Idli Sambhar x1; Fish Fry x1; Masala Dosa x1,525,Unknown,No,
CUST1024,2024-10-11,Veg Pulao x1,197,Unknown,No,
CUST1049,2024-10-11,Pasta Alfredo x1; Rasmalai x1,394,Unknown,No,
CUST1133,2024-10-11,French Fries x1; Spring Rolls x1,278,Unknown,No,
CUST1134,2024-10-11,Veg Pulao x1; Mojito x1; Vegetable Manchurian x1,567,Unknown,No,
CUST1168,2024-10-11,Chole Bhature x1; Mutton Rogan Josh x1; French Fries x1; Veg Burger x1; Vegetable Manchurian x1,1122,Unknown,No,
CUST1171,2024-10-11,Vegetable Manchurian x1; Caesar Salad x2; Vegetable Manchurian x1; Tomato Soup x1,967,Unknown,No,
CUST1196,2024-10-11,Hakka Noodles x1; Tomato Soup x1; Mutton Rogan Josh x1,727,Unknown,No,
CUST1227,2024-10-11,Veg Fried Rice x1; Fish Fry x1; Paneer Butter Masala x2,1018,Unknown,No,
CUST1231,2024-10-11,Veg Pulao x1; Chicken Biryani x1; Butter Naan x1,564,Unknown,No,
CUST1254,2024-10-11,Chicken Biryani x1; Margarita Pizza x1,617,Unknown,No,
CUST1272,2024-10-11,Pasta Alfredo x2; Chole Bhature x2; Spring Rolls x1,1118,Unknown,No,
CUST1004,2024-10-12,Butter Naan x1,50,Unknown,No,
CUST1034,2024-10-12,Caesar Salad x1; Margarita Pizza x2,775,Unknown,No,
CUST1051,2024-10-12,Butter Naan x1; Dal Tadka x1; Veg Fried Rice x1; Mojito x1; Margarita Pizza x1,870,Unknown,No,
CUST1057,2024-10-12,Idli Sambhar x1; Veg Fried Rice x1; Margarita Pizza x1; Veg Pulao x1,798,Unknown,No,
CUST1062,2024-10-12,Pasta Alfredo x2; French Fries x1; Caesar Salad x1,855,Unknown,No,
CUST1069,2024-10-12,Veg Fried Rice x2; Chole Bhature x1,617,Unknown,No,
CUST1084,2024-10-12,Idli Sambhar x2,244,Unknown,No,
CUST1088,2024-10-12,Mutton Rogan Josh x1; Pav Bhaji x2; French Fries x1; Chicken Sandwich x1,1028,Unknown,No,
CUST1099,2024-10-12,Chole Bhature x1; Tandoori Chicken x1; Tandoori Chicken x1,728,Unknown,No,
CUST1103,2024-10-12,Dal Tadka x1; Chicken Biryani x2; Spring Rolls x1,986,Unknown,No,
CUST1114,2024-10-12,Veg Burger x1; Chicken Sandwich x2; Tandoori Chicken x2,1102,Unknown,No,
CUST1142,2024-10-12,Chicken Biryani x1; Veg Burger x1; Margarita Pizza x1,791,Unknown,No,
CUST1148,2024-10-12,Masala Dosa x2; Hakka Noodles x1,500,Unknown,No,
CUST1179,2024-10-12,Pasta Alfredo x1; Mojito x1; Vegetable Manchurian x2; Mojito x1,1030,Unknown,No,
CUST1187,2024-10-12,Dal Tadka x1; Chicken Biryani x1,503,Unknown,No,
CUST1189,2024-10-12,Hakka Noodles x2; Veg Burger x1,625,Unknown,No,
CUST1207,2024-10-12,Butter Naan x2; Paneer Butter Masala x1,387,Unknown,No,
CUST1210,2024-10-12,Veg Fried Rice x1; Cold Coffee x1; Egg Curry x2,715,Unknown,No,
CUST1235,2024-10-12,Chole Bhature x1; Veg Burger x1,395,Unknown,No,
CUST1279,2024-10-12,Pav Bhaji x1; Pav Bhaji x1,323,Unknown,No,
CUST1295,2024-10-12,Egg Curry x1; Rasmalai x1; Mutton Rogan Josh x2; Chicken Sandwich x1,1272,Unknown,No,
CUST1002,2024-10-13,Dal Tadka x1,182,Unknown,No,
CUST1023,2024-10-13,Vegetable Manchurian x2; Idli Sambhar x1; French Fries x1; Chicken Sandwich x2,1104,Unknown,No,
CUST1023,2024-10-13,Tandoori Chicken x1; Hakka Noodles x1; Idli Sambhar x1; Veg Fried Rice x1,798,Unknown,No,
CUST1028,2024-10-13,Vegetable Manchurian x1; Chicken Biryani x1,558,Unknown,No,
CUST1074,2024-10-13,Cold Coffee x2; Chicken Biryani x1; Veg Pulao x2,967,Unknown,No,
CUST1076,2024-10-13,Mojito x1; Dal Tadka x1; Lassi x1; Chicken Biryani x1,747,Unknown,No,
CUST1078,2024-10-13,Veg Fried Rice x1; French Fries x1; Veg Pulao x1,515,Unknown,No,
CUST1085,2024-10-13,Butter Naan x1; Vegetable Manchurian x1,280,Unknown,No,
CUST1105,2024-10-13,Margarita Pizza x1; Masala Dosa x1,428,Unknown,No,
CUST1110,2024-10-13,Pav Bhaji x2,326,Unknown,No,
CUST1119,2024-10-13,Pasta Alfredo x1; Tandoori Chicken x1; Mojito x1,680,Unknown,No,
CUST1123,2024-10-13,Pav Bhaji x1; Chicken Sandwich x1,364,Unknown,No,
CUST1127,2024-10-13,Chole Bhature x2; Hakka Noodles x1,644,Unknown,No,
CUST1141,2024-10-13,Pasta Alfredo x1; Cold Coffee x1; Hakka Noodles x1; Tandoori Chicken x1,885,Unknown,No,
CUST1164,2024-10-13,Caesar Salad x2; Caesar Salad x1; French Fries x1; Paneer Butter Masala x1,971,Unknown,No,
CUST1180,2024-10-13,Pasta Alfredo x1; Chicken Biryani x1,587,Unknown,No,
CUST1201,2024-10-13,Veg Pulao x1; Cold Coffee x1; Margarita Pizza x1; Chicken Sandwich x1; French Fries x1; Chicken Sandwich x1,1138,Unknown,No,
CUST1224,2024-10-13,Dal Tadka x1; Caesar Salad x1,374,Unknown,No,
CUST1237,2024-10-13,Chicken Biryani x1; French Fries x1; Veg Burger x1,626,Unknown,No,
CUST1275,2024-10-13,Vegetable Manchurian x2; Vegetable Manchurian x1,694,Unknown,No,
CUST1020,2024-10-14,Veg Burger x1; Rasmalai x1; Masala Dosa x1,446,Unknown,No,
CUST1023,2024-10-14,Veg Burger x1; Lassi x1; Chicken Sandwich x1,484,Unknown,No,
CUST1050,2024-10-14,Hakka Noodles x1; Cold Coffee x1; Veg Fried Rice x2; Spring Rolls x2,1067,Unknown,No,
CUST1059,2024-10-14,Pasta Alfredo x1; Veg Pulao x1,465,Unknown,No,
CUST1077,2024-10-14,Hakka Noodles x1; Fish Fry x1,478,Unknown,No,
CUST1091,2024-10-14,Veg Fried Rice x1; Fish Fry x2,724,Unknown,No,
CUST1116,2024-10-14,Chicken Sandwich x2; Lassi x1; Dal Tadka x1,683,Unknown,No,
CUST1175,2024-10-14,Fish Fry x2; Cold Coffee x1; French Fries x1,770,Unknown,No,
CUST1193,2024-10-14,French Fries x1; Spring Rolls x1; Idli Sambhar x1,405,Unknown,No,
CUST1209,2024-10-14,Dal Tadka x1; Veg Fried Rice x1,385,Unknown,No,
CUST1222,2024-10-14,Margarita Pizza x2; Hakka Noodles x1; Chocolate Brownie x1; Rasmalai x1,1080,Unknown,No,
CUST1239,2024-10-14,Egg Curry x1; Chole Bhature x1; Tomato Soup x1,535,Unknown,No,
CUST1261,2024-10-14,Margarita Pizza x1,297,Unknown,No,
CUST1269,2024-10-14,Veg Pulao x1; Egg Curry x1,387,Unknown,No,
CUST1284,2024-10-14,Dal Tadka x1; Pasta Alfredo x1,451,Unknown,No,
CUST1041,2024-10-15,Masala Dosa x1; Cold Coffee x1; Dal Tadka x1; Dal Tadka x1,635,Unknown,No,
CUST1073,2024-10-15,Mutton Rogan Josh x1; Mutton Rogan Josh x1,767,Unknown,No,
CUST1094,2024-10-15,Masala Dosa x1; Hakka Noodles x1; Hakka Noodles x1,587,Unknown,No,
CUST1107,2024-10-15,Lassi x1; Paneer Butter Masala x1,379,Unknown,No,
CUST1138,2024-10-15,Veg Burger x1; Mojito x1; Veg Burger x1; Idli Sambhar x1,627,Unknown,No,
CUST1184,2024-10-15,Dal Tadka x1; Veg Fried Rice x1; Mutton Rogan Josh x2,1142,Unknown,No,
CUST1193,2024-10-15,Tomato Soup x2; Hakka Noodles x1,484,Unknown,No,
CUST1201,2024-10-15,Mutton Rogan Josh x1; Veg Pulao x1; Masala Dosa x1,717,Unknown,No,
CUST1255,2024-10-15,Paneer Butter Masala x1; Mutton Rogan Josh x1,666,Unknown,No,
CUST1277,2024-10-15,Veg Pulao x1; Caesar Salad x1,386,Unknown,No,
CUST1281,2024-10-15,Idli Sambhar x1; Tandoori Chicken x2; Mojito x1; Gulab Jamun x1,894,Unknown,No,
CUST1294,2024-10-15,Mutton Rogan Josh x1; Mojito x1; Chicken Sandwich x1; Margarita Pizza x1,1020,Unknown,No,
CUST1014,2024-10-16,Pav Bhaji x1; Cold Coffee x1; Paneer Butter Masala x1,573,Unknown,No,
CUST1026,2024-10-16,Chicken Sandwich x2; Chole Bhature x1,617,Unknown,No,
CUST1080,2024-10-16,Margarita Pizza x1,289,Unknown,No,
CUST1092,2024-10-16,French Fries x1; Chicken Sandwich x1,320,Unknown,No,
CUST1109,2024-10-16,Masala Dosa x2,278,Unknown,No,
CUST1115,2024-10-16,Paneer Butter Masala x1; Chicken Biryani x2; Fish Fry x1,1183,Unknown,No,
CUST1121,2024-10-16,Vegetable Manchurian x1; Mutton Rogan Josh x1; Pav Bhaji x1; Chole Bhature x1,983,Unknown,No,
CUST1131,2024-10-16,Veg Pulao x1; Veg Burger x1,375,Unknown,No,
CUST1135,2024-10-16,Mojito x1; Paneer Butter Masala x1; Chicken Sandwich x1,637,Unknown,No,
CUST1159,2024-10-16,Lassi x1; Paneer Butter Masala x1; Chole Bhature x1; Chole Bhature x2,1015,Unknown,No,
CUST1169,2024-10-16,Dal Tadka x1; Margarita Pizza x1; Mojito x1; Pasta Alfredo x1,894,Unknown,No,
CUST1178,2024-10-16,Masala Dosa x1; Hakka Noodles x2; Veg Fried Rice x1,787,Unknown,No,
CUST1191,2024-10-16,Hakka Noodles x2; Margarita Pizza x1; Chicken Sandwich x2,1132,Unknown,No,
CUST1230,2024-10-16,Veg Pulao x1,188,Unknown,No,
CUST1244,2024-10-16,Egg Curry x2; Mutton Rogan Josh x1; Masala Dosa x2; Chocolate Brownie x1,1198,Unknown,No,
CUST1253,2024-10-16,Chicken Biryani x1,321,Unknown,No,
CUST1262,2024-10-16,Veg Fried Rice x1; Mutton Rogan Josh x1,583,Unknown,No,
CUST1010,2024-10-17,Gulab Jamun x1; Chicken Biryani x1; Tandoori Chicken x1,677,Unknown,No,
CUST1015,2024-10-17,Pav Bhaji x1; Pav Bhaji x1,323,Unknown,No,
CUST1020,2024-10-17,Caesar Salad x1; Mojito x1; Dal Tadka x1,517,Unknown,No,
CUST1030,2024-10-17,Chicken Sandwich x1; Chicken Sandwich x1,408,Unknown,No,
CUST1044,2024-10-17,Idli Sambhar x1; Veg Pulao x1; Vegetable Manchurian x1,540,Unknown,No,
CUST1069,2024-10-17,Idli Sambhar x1,119,Unknown,No,
CUST1080,2024-10-17,Paneer Butter Masala x1,284,Unknown,No,
CUST1112,2024-10-17,Pav Bhaji x1; Mojito x1; Vegetable Manchurian x1,547,Unknown,No,
CUST1120,2024-10-17,Idli Sambhar x1; Margarita Pizza x2,700,Unknown,No,
CUST1147,2024-10-17,Egg Curry x1; Chicken Biryani x1; Egg Curry x1; Lassi x1; Chicken Sandwich x1,1002,Unknown,No,
CUST1162,2024-10-17,Lassi x1; Vegetable Manchurian x1; Hakka Noodles x1,556,Unknown,No,
CUST1183,2024-10-17,Pav Bhaji x1; Chicken Biryani x1,483,Unknown,No,
CUST1201,2024-10-17,Paneer Butter Masala x1; Tandoori Chicken x2; Pasta Alfredo x1,1077,Unknown,No,
CUST1224,2024-10-17,Margarita Pizza x1; Masala Dosa x1,435,Unknown,No,
CUST1248,2024-10-17,Hakka Noodles x2; Lassi x1; Hakka Noodles x2; Hakka Noodles x1,1200,Unknown,No,
CUST1256,2024-10-17,Mutton Rogan Josh x1; Mutton Rogan Josh x1,763,Unknown,No,
CUST1031,2024-10-18,Idli Sambhar x1; French Fries x1,243,Unknown,No,
CUST1049,2024-10-18,Veg Fried Rice x2; Egg Curry x1,597,Unknown,No,
